ID,consentimiento,sexo,edad,universidad,disciplina_OCDE,sede,frecuencia_uso_ChatGPT,CT1,CT2,CT3,CT4,CT5,CT6,EC1,EC2,EC3,EC4,EC5,EC6,CC1,CC2,CC3,CC4,CC5,AC1,AC2,AC3,AC4,HE1,HE2,HE3,HE4,pregunta,aceptacion,comprension,satisfaccion,usa_ChatGPT
550,SI,Femenino,35,Universidad B,Ciencias Sociales,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,3,1,1,2,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,Para mejorar la gramática de un párrafo,3,3,3,SI
551,SI,Femenino,32,Universidad B,Ciencias Sociales,A distancia,E. Lo utilizo menos de dos veces al mes,2,2,2,1,3,3,3,3,3,2,3,1,3,2,2,3,3,3,3,3,3,4,4,4,4,Estoy aprendiendo usar  una vez trate de buscar algo en el trabajo creo que no le di las indicaciones correcta,2,3,3,SI
552,SI,Femenino,57,Universidad B,Ciencias Sociales,A distancia,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,2,3,En mi trabajo al momento de redactar unos documentos  ( poderes )  que debían incluir detalles específicos   resulto bastante bien  mi jefe quedo conforme.  cabe hacer presente que él fue el que me mostró. el uso de esta herramienta.,2,2,2,SI
553,SI,Femenino,20,Universidad B,Ciencias Sociales,Concepción,A. Lo utilizo tanto como puedo (al menos una vez al día),5,3,3,3,4,4,3,3,4,4,4,4,5,4,3,3,4,4,5,4,5,4,3,3,4,"ChatGPT me ayuda para estudiar antes de dar alguna solemne  le envió mis ""apuntes"" de las materia y le dijo que me cree preguntas respecto al tema. Ha sido mi mejor descubrimiento en este ultimo semestre ya que eh visto mejores resultados a la hora de dar mis solemnes. 
También me ayuda como un ""psicólogo virtual"" ya que cuando realizo trabajos grupales  le cuento los problemas internos que tenemos y me ofrece soluciones que eh aplicado  me aconseja a como tratar el estrés académico que se genera. ",4,4,4,SI
554,SI,Femenino,26,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,2,2,1,4,5,5,5,5,5,5,1,3,3,3,2,2,2,1,1,2,5,1,1,5,Lo he utilizado últimamente por la gran carga académica que existe en estas fechas en la universidad. Necesito tiempo para enfocarme en pruebas y me ha ayudado a resolver trabajos de investigación. Considero que no soy experta en utilizarlo por lo tanto siento que  si presenta muchas limitaciones al menos en mi área  ya que no siempre la información es atingente al tema. En cuanto a la ética  personalmente no me gusta utilizarlo  más que nada me sirve como guía para estructurar un informe  sacar algunas ideas  y complementar las mías. El beneficio principal es la rapidez  no es necesario buscar en tantos archivos y documentos para obtener una respuesta  lo desfavorable es que  si uno sabe lo que busca  las respuestas no siempre sirven.,2,2,2,SI
555,SI,Femenino,45,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,En la preparación de actividades prácticas para el uso de software en una organización. Los beneficios fueron la variedad de escenarios posibles para el desarrollo de actividades y la descripción detallada de cada instrucción. Las limitaciones fueron solo por el uso de una versión gratuita  pero al crear una nueva conversación ya no estaba la limitación. En cuanto a la ética  consideré que las respuestas de chatgpt fueron ideas creativas y completas  por tanto  tomé esas ideas y las apliqué al contexto empresarial que necesitaba. ,4,4,4,SI
556,SI,Masculino,41,Universidad B,Ingeniería y Tecnología,A distancia,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,3,4,4,4,5,4,5,4,4,5,5,5,5,5,5,4,4,3,4,5,4,4,5,Principalmente para evaluar la potencialidad y alcance de ideas previamente a involucrarse de lleno en hipótesis preliminares. Básicamente como un asistente,4,4,4,SI
557,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,2,3,3,1,1,5,4,4,5,5,3,5,5,5,5,5,5,5,5,5,3,4,2,5,La mayoria de veces  es una de mis principales herramientas en mi momento de estudio. Cuando el profe nos hace entrega del temario de la futura prueba  hago que Chatgpt solucione el temario  y a partir de ahí estudio. El gran beneficio que me otorga es el tiempo  en vez de yo resumir la informaión lo que normalmente me lleva 5 horas aprox  puedo hacerlo en menos de 5 minutos  y las horas restantes solo para estudiar. Las limitaciones están en que Chatgpt a veces se equivoca y mezcla conceptos  antes de estudiar con la información que me da  debo rectificar cada una  más de una vez se ha equivocado. Con respecto a lo ético  no siento que este faltando a ninguna norma ética  me he comprometido conmigo misma a usar chatgpt de manera complementaria  no absoluta. Es un apoyo increible que me ahorra muchisimo tiempo. ,2,2,3,SI
558,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,3,5,3,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,Lo he ocupado para que me realice pruebas y guias y asi potenciar mi aprendizaje ,4,4,4,SI
559,SI,Masculino,32,Universidad B,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,5,5,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,3,Si  le pido que pretenda ser un experto en cierre de negocios comerciales y me redacte una propuesta con tales indicaciones  uno esperaria que la propuesta sea mas real  asociada a otra propuestas de reales expertos en el tema  y mas bien sale una respuesta mecanizada  llena de informacion innecesaria sin propósito. y que un ser humano puede facilmente identicar que es ia ,3,3,3,SI
560,SI,Masculino,19,Universidad B,Ciencias Sociales,Viña del Mar,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,4,3,4,5,4,4,4,5,2,5,5,4,4,5,5,5,5,5,5,5,5,5,,4,4,4,SI
561,SI,Femenino,22,Universidad C,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,1,1,1,1,1,4,5,5,5,5,4,3,5,5,5,5,3,4,1,4,5,5,5,5,"Hace un tiempo  estuve escribiendo un reportaje para una clase. Ocupe ChatGPT con el fin de corregir puntuación. Escribí el prompt ""Revisa este párrafo  corrige puntuación y ortografía. Al final responde ¿Qué cambios se hicieron?"" Esto con el fin de identificar mis errores y poder mejorar mi redacción. Además en momentos de escritura  cuando quiero buscar alguna palabra o un sinónimo   escribo directamente ""Dame un sinónimo de ----""",4,4,4,SI
562,SI,Femenino,24,Universidad B,Ciencias Sociales,Concepción,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,2,2,1,2,2,2,1,2,2,3,2,2,2,2,2,2,3,3,3,3,2,3,3,4,Necesitaba definir una empresa turística  donde chatgpt me ayudó a definir en qué sentido orientarla   sus valores  etc. Me ayudó a ver otras opciones  me abrio a más ideas.,3,3,4,SI
563,NO,Masculino,19,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,para redactar textos o profundizar en ciertos temas,3,3,4,SI
564,SI,Masculino,20,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,4,5,5,4,4,4,4,5,3,4,4,5,5,5,5,5,4,5,5,5,2,2,2,5,,4,4,4,SI
565,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,3,5,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,4,4,4,4,Para uso de corrección de gramatica ,4,4,4,SI
566,SI,Femenino,18,Universidad C,Ciencias Naturales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,3,4,5,5,5,5,5,5,4,5,4,5,4,4,4,5,5,5,5,5,3,3,3,3,Me a ayudado mucho en esos ramos que son de escritura y dialecto ya sea habilidades academicas y habilidades academicas 2 (por ser estudiante de primer año) y digamos que me ayudó mucho con el tema de la ortografía yy redacción de ya sea un informe o un ensayo dialéctico  lo importante es que la información que le proporciones al chat GPT sea tuya o que tú hayas averiguado aparte de muchas fuentes y chat GPT no te haga la tarea sino que te apoye en las cosas mínimas como en mi caso la redacción y la ortografía que no son precisamente mis puntos fuertes ,3,3,4,SI
567,SI,Masculino,19,Universidad C,Ciencias Naturales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,2,3,5,5,5,5,3,3,2,5,3,4,5,5,5,5,3,4,3,3,3,3,3,3,Lo uso para que me explique conceptos complejos en pocas palabras ,4,4,4,SI
568,SI,Femenino,22,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,2,4,2,5,4,3,4,5,3,3,3,4,5,5,5,5,4,4,3,4,3,3,3,3,Correcciones gramaticales,3,2,3,SI
569,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,2,4,2,3,4,3,3,3,2,4,3,5,5,5,5,5,5,5,5,5,3,3,2,5,Mas que nada lo ocupo para verificar gramatica y redacción  hacer las cosas mas entendibles para los trabajos. Tambien cundo estudio pego la informacion del pot y le pido al chat que me explique ciertas cosas que me cuestan  de esa forma logro entender la materia más fácil ,4,4,4,SI
570,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,3,5,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,Escribí la información y pedí que lo resumiera con palabras no técnicas para poder comprender la materia  también cuando tengo una lluvia de ideas las escribo y pido que las organice. Al momento de estudiar  la mayoría de las veces  trato que de haga los contenidos o textos más amigables.,4,4,4,SI
571,SI,Femenino,19,Universidad C,Ciencias Naturales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),4,1,3,3,3,3,4,5,5,5,3,3,2,3,3,3,3,3,4,3,3,4,4,4,5,para un desarrollo o especificaciones más paso a paso,3,3,4,SI
572,SI,Femenino,33,Universidad C,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,1,5,1,5,5,2,4,4,5,5,2,5,5,5,5,5,4,3,5,5,2,2,2,3,lo utilizo para complementar ideas sobre algo muy en particular  y siempre lo hago solo sacando la idea principal y yo redactando todo  para trabajos de la universidad y cuando me quedo sin ideas le pregunto lo cual enciende mi creatividad  nunca he usado directamente en algún trabajo esta herramienta como copiar y pegar  siempre lo uso para abrir el panorama general,4,4,4,SI
573,SI,Masculino,25,Universidad B,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),1,1,2,1,3,3,3,4,3,3,4,3,4,3,3,3,4,3,2,1,2,4,3,2,4,Al realizar tareas  preguntarle sobre metodologias para resolverla hay casos en que da buenas respuestas y otras dn donde solo te da la respuesta pero no explica adecuadamente el desarrollo. Eticamente es una fuente de informació  para respaldar conocimiento o buscarlo de manera más rapida en la web  pero si solo copias y pegas lo que te dice eso se llama plagio,2,2,2,SI
574,SI,Femenino,19,Universidad B,Ciencias Sociales,Concepción,C. Lo utilizo con frecuencia (4–5 veces al mes),3,4,4,4,3,4,4,3,3,4,4,3,3,5,4,5,5,4,4,4,4,4,3,3,4,Lo utilizo para que me ayude a entender algún tema que no entendi en clases  me explica detalladamente los contenidos y me ayuda a entender mejor los temas.,4,3,3,SI
575,SI,Masculino,22,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),1,2,3,2,2,3,3,4,3,3,3,2,2,3,3,2,3,4,4,3,4,5,4,5,3,Lo use para hacer un informe de un ramo llamado responsabilidad universitaria  me encontraba cerrando semestre y tenia muchas evaluaciones encima  para ahorrar tiempo le pedí a ChatGPT que me ayudara con la investigación  creo que fue una buena decisión  hizo todo mucho más eficiente.,4,3,3,SI
576,SI,Femenino,28,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,4,4,4,4,5,4,4,4,2,4,4,5,5,5,5,5,5,4,4,4,5,5,4,4,Lo uso para buscar respuestas en las cuales al buscarlas en la web es mas amplio y lo que hago es poner mas especifico lo que busco y a veces del autor de un libro para una respuesta mas completa y eso me ha ayudado mucho ,4,4,4,SI
577,SI,Femenino,20,Universidad C,Ciencias Naturales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,3,4,4,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,Lo utilizo para saber estructura de informes o ensayos por el cual me puedo guiar  así mismo lo utilizo para poder evaluar mis trabajos y ver qué cosas puedo mejorar. Tengo en consideración sus limitantes y los problemas éticos que puede llevar  por eso solo lo utilizo más que nada como una herramienta de apoyo ,3,4,4,SI
578,SI,Masculino,26,Universidad C,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,2,3,1,1,4,4,2,4,4,4,4,4,3,4,4,4,4,5,3,5,1,2,4,5,Lo utilizo principalmente para generar o redactar de mejor manera alguna idea o resumen que he realizado  es decir  lo utilizo como un corrector y editor de ideas o textos.,3,4,4,SI
579,SI,Masculino,22,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,4,4,4,4,3,3,2,4,3,3,5,4,5,5,4,3,3,4,4,2,3,3,4,necesitaba hacer una presentación  ChatGPT se limitaba en dar la estructura  pero a medida que indagaba en cada uno y utilizaba lenguaje tecnico este lo resolvio de una mejor manera  si se le da la orden de que lo haga bajo la misma tematica este lo respeta y actualiza la informacion segun las nuevas indicaciones  ,4,3,3,SI
580,SI,Femenino,22,Universidad C,Ciencias Naturales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,3,3,2,3,3,3,3,3,4,3,2,4,4,4,4,4,4,4,4,4,4,3,3,3,Por lo general lo utilizo para que me de ideas para mis trabajos como presentaciones de proyectos etc. Me considero una persona poco creativa asi que me ayuda a formular ideas  obviamente no es llegar y completar de manera textual todo ya que hay que tener sesgos de las cosas que hace mal porque no siempre da buenas respuestas. Siempre y cuando puedas tener tu propio criterio de verlo como una ayuda y no como una herramienta que te haga todos los trabajos ,3,3,3,SI
581,SI,Femenino,22,Universidad C,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,2,4,4,3,3,3,2,2,2,3,2,3,4,4,2,3,4,4,4,4,4,2,2,3,para mi tesis me apoyé mucho de las ias para redactar ideas  la pedía ideas y que profundizara  siempre le decía que no necesitaba datos (ahí caería en el mal)  siempre le pedía que me explicara citas de autores para entender mejor. o le decía haz que esto suene coherente y así. creo darle un buen uso   sobre todo cuando se trata de buscar ideas sobre cómo escribir y explayarse.,3,3,3,SI
582,SI,Femenino,19,Universidad C,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,2,1,2,1,2,2,2,3,2,3,2,1,2,1,1,2,2,2,2,1,1,2,1,1,3,Utilice solo una vez  para hacerme preguntas sobre el tema que estaba estudiando pero no me gustó como me hizo las preguntas no eran muy coherentes y no las entendí muy bien y deje de utilizarlo ,3,4,3,SI
583,SI,Masculino,21,Universidad C,Ingeniería y Tecnología,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),2,5,5,5,4,4,3,2,3,4,4,3,5,5,5,5,5,5,3,4,4,4,4,3,5,ChatGPT es una muy buena herramienta para los proyectos y organizar ideas  principalmente lo utilizo para que me corrija mi orientación de investigación  me dice si está bien o mal y me complementa que más investigar. Pero no hay que hacerse esclavo a esta herramienta  porque dejaremos de ser útiles y dependeremos del chat para todo.,4,3,4,SI
584,SI,Femenino,22,Universidad C,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,No es confiable y usa una escritura y estructura de respuesta muy repepetida y similar en todo ,2,2,2,NO
585,SI,Femenino,19,Universidad C,Medicina y Ciencias de La Salud,Santiago,E. Lo utilizo menos de dos veces al mes,2,1,1,1,2,2,2,2,2,3,2,1,2,2,1,1,1,2,1,1,1,2,1,1,3,Lo utilice solo 1 vez para que me hiciera preguntas de un tema que estaba estudiando  pero no me gustó mucho porque no eran muy coherentes así que lo deje de usar.,3,4,3,SI
586,SI,Femenino,23,Universidad C,Ciencias Agrícolas,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,2,2,2,1,2,3,2,2,4,3,3,3,3,4,4,4,4,4,4,2,4,2,2,2,Cuando no entiendo algún concepto   pido que me lo explique en palabras más simples u ocasionalmente para mejorar alguna redacción ,3,3,3,SI
587,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),3,2,2,3,2,2,3,3,3,2,2,2,2,3,2,2,3,3,3,3,3,2,2,2,3,lo utilice una vez para sacar ideas para hacer un informe y guiarme con eso me resulto muy bien me ayudo arto ,3,3,3,SI
588,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,1,5,3,5,3,4,5,4,3,4,3,5,5,5,5,5,5,5,5,5,5,4,3,4,Utilice chat gpt para mejor mi vocabulario.,4,4,4,SI
589,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,5,5,3,5,4,5,3,5,2,5,3,4,5,4,5,2,5,5,3,2,4,para estudiar  me generó preguntas tipo examen de acuerdo a la materia de mi clase y con eso pude estudiar a mas profundidad  las consideraciones eticas que enfrente fue tomar la decision de dejar mis resumenes de lado con la materia que impartio el profesor por el uso del chat gpt. mi desicion fue acertiva pues llegue mucho mas preparada al examen y pude aprobar ,3,3,4,SI
590,SI,Femenino,22,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,1,3,3,4,4,4,4,5,5,4,3,4,5,5,4,5,4,4,4,4,5,5,4,5,Estudiando para un examen pregunté acerca de un concepto  y su consecuencia  me entregó casi todo lo que necesitaba saber excepto unas cuantas cosas que aparecieron en el examen (sobre el mismo concepto)  desde entonces trato de verificar lo que me entrega con otras fuentes y pido links para corroborar de donde sale la información.,3,4,3,SI
591,SI,Masculino,19,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,Cuando tuve que realizar una disertación sobre un tema complicado y le pedí que me generara un problema innovador.,4,4,4,SI
592,SI,Femenino,18,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,1,4,3,3,3,2,4,4,2,3,3,4,4,4,4,4,2,2,2,2,3,3,3,3,Para entender ejercicios de matemáticas ,3,3,3,SI
593,SI,Masculino,23,Universidad C,Ingeniería y Tecnología,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,2,4,3,5,4,5,5,5,5,3,4,4,3,2,3,3,3,4,3,3,5,2,4,5,Lo uso constantemente para corregir errores ortográficos  y le suelo pedir que me de información sobre los errores que he cometido y así puedo aprender algo.,3,4,4,SI
594,SI,Masculino,21,Universidad C,Ingeniería y Tecnología,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),4,4,4,3,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Utilizo ChatGPT con el fin de proporcionar una idea inicial sobre como comenzar algún trabajo para la universidad pero ocurre en muchas ocasiones que las respuestas tiendes a ser muy poco creativas por lo cual termina siendo no confiable y algo ambiguo y un tanto problemático según el apuro que uno tenga para realizar el trabajo  ,4,4,4,SI
595,SI,Masculino,22,Universidad C,Ingeniería y Tecnología,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,1,1,3,2,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,2,2,4,"Uso para organizar y diseñar una presentación en un ámbito evaluativo. Hay que considerad que sus principales beneficios  es que efectivamente puede interpretar un documento que solicita este tipo de evaluación de PPT. Una de las limitaciones  es que quizas  si no se le da a entender el contexto completo  además de lo que se pide en la evaluación  los resultados esperados según la guía que este de entregue  no sean los esperados  me refiero  si sigues los pasos al pie de la letra  puede que no se adapten del todo a lo que el profesor esperaba como entrega  entonces  hay que cuidar esos detalles  por ende  es mejor plantera paso a paso y de forma separada con las especificaciones necesarias para desglosar de mejor manera y que sea más funcional para la presentación de las slides  que si le pides toda la ""tarea"" de inmediato. Respecto a consideraciones éticas  quizás sea un problema irse literal a lo que te entregue ChatGPT  así que siempre es bueno empezar con una idea propia  aunque sea muy básica  de modo que no sientas ese peso de que te están haciendo la tarea o que estás copiando una idea.",4,4,4,SI
596,SI,Femenino,20,Universidad C,Ciencias Sociales,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,2,2,1,1,3,3,3,4,3,3,3,3,2,3,3,4,3,3,3,3,3,3,3,,3,4,4,SI
597,SI,Masculino,18,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),3,3,4,3,4,3,4,5,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,Para que me de ideas para trabajos  o simplemente me ayude con cosas que no entiendo  tambien lo he usado para verificar si algo que hice estaba bueno o malo,3,2,2,SI
598,SI,Masculino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),3,2,4,4,4,4,4,3,2,1,1,1,4,5,5,5,3,4,4,4,4,3,4,4,5,buscar informacion la cual no podia encotrar.,3,3,3,SI
599,SI,Masculino,21,Universidad C,Ingeniería y Tecnología,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),4,4,5,4,4,3,4,4,5,4,4,5,5,5,4,5,5,4,3,5,5,4,5,3,5,,3,3,4,SI
600,SI,Femenino,26,Universidad C,Ciencias Naturales,Santiago,E. Lo utilizo menos de dos veces al mes,3,2,2,2,3,3,2,2,2,3,3,3,4,4,4,4,4,4,4,3,4,4,3,2,4,La verdad  Chat GPT no es una IA que utilice tanto  más que nada la use en su momento para un trabajo universitario en mi primer semestre para que me ayudara a redactar  de mejor forma  algún texto que estuviera escribiendo  ya sea un reporte o informe  fue una ayuda útil pero que prefiero considerarla como para aprender y así después poder hacer lo que requerí en su momento pero por mi propia cuenta.,3,3,3,SI
601,SI,Femenino,20,Universidad C,Ciencias Agrícolas,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),5,1,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,SI
602,SI,Femenino,21,Universidad C,Medicina y Ciencias de La Salud,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),2,2,3,2,2,2,3,3,3,3,2,2,4,4,4,4,5,5,5,4,4,2,2,2,3,,3,3,3,SI
603,SI,Femenino,19,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,5,5,1,1,1,5,1,1,1,1,,4,4,4,SI
604,SI,Masculino,37,Universidad C,Ciencias Sociales,Santiago,D. Lo utilizo ocasionalmente (2–3 veces al mes),2,3,3,3,1,3,2,2,2,3,3,1,3,3,3,3,3,4,3,4,4,4,3,3,4,a partir de conceptos o términos complejos  puedes solicitarle ejemplos claros sobre ellos  entendiendo mejor el concepto y de que trata,3,3,3,SI
605,SI,Masculino,22,Universidad C,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Solo lo utilizo para la corrección de ortografía y redacción  a pesar de eso sigo corrigiendo algunas de sus respuestas.,4,4,4,SI
606,SI,Masculino,24,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,3,3,3,3,3,5,4,5,4,4,4,5,5,5,5,5,5,5,4,3,5,5,5,5,"Lo realice para hacer un trabajo  donde yo era un profesional a cargo de un centro imagenologico y el era mi empleado  donde teníamos una conversación para mejorar este centro.
Fue muy util ya que no contaba con un grupo de trabajo para esta actividad  entonces pude abarcar todas las areas que necesitaba para resolver la problemática y aprobar esta tarea",4,4,4,SI
607,SI,Masculino,20,Universidad C,Ciencias Sociales,Santiago,C. Lo utilizo con frecuencia (4–5 veces al mes),5,3,5,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Cuando hay periodo de pruebas y exámenes la materia que nos dan los profesores se los paso l chat para que me intente resumir un poco l materia que no entiendo muy bien ,4,4,4,SI
608,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Le pido mucha ayuda para estudiar es decir subo mis apuntes y me pido que me haga preguntas y realice casos clínicos orara estudiar mejor ,4,4,4,SI
609,SI,Femenino,22,Universidad C,Ciencias Agrícolas,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,5,3,4,5,3,3,3,5,3,3,4,4,5,5,4,2,2,2,1,4,5,4,5,Explicaciones sobre tenemos relacionados a salud  como la fisiología de algunos órganos y es bastante comunicativo si ajusto la configuración para que se ajuste a lo que solicitó.,4,4,4,SI
610,SI,Femenino,24,Universidad C,Ciencias Agrícolas,Santiago,E. Lo utilizo menos de dos veces al mes,1,1,1,1,1,1,2,3,2,1,1,1,1,1,2,1,1,2,1,1,1,3,2,1,1,,1,1,1,NO
611,SI,Femenino,20,Universidad C,Medicina y Ciencias de La Salud,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,3,4,4,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Al ir estudiando  cuando no entiendo slgun conceptonlo busco en google y luego le pido a chat gpt que me lo explique. Con esto no me quedo solamente con lo que diji chat gpt sino que busco información y luego la integro al pedirle que me la explique y me de ejemplos. Esta decisión de como usar esta herramienta fue porque estoy consciente de los errores que este puede cometer  al usarlo de esta manera trato de reducirlos al maximo. ,4,4,4,SI
612,SI,Femenino,19,Universidad C,Ciencias Sociales,Santiago,B. Lo utilizo casi a diario (5–6 veces a la semana o más),5,5,2,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,Analizar documentos extensos para exponerlos brevemente ,4,4,4,SI
613,SI,Masculino,20,Universidad C,Ciencias Sociales,Santiago,A. Lo utilizo tanto como puedo (al menos una vez al día),4,5,4,4,5,5,4,4,3,5,4,4,5,5,5,5,5,5,5,4,5,5,3,2,4,En el día a día al crear pautas para trabajos  analizar archivos  resumir textos  es una herramienta experimental que me ha servido ,4,3,4,SI
